,diseases,symptons
5715,Hypoglycemia," excessive hunger,  palpitations,  anxiety,  irritability"
5716,Hypoglycemia," excessive hunger,  palpitations,  anxiety,  irritability"
5717,Hypoglycemia," excessive hunger,  palpitations,  anxiety,  irritability"
5718,Hypoglycemia," nausea,  headache,  slurred speech,  sweating,  vomiting,  drying and tingling lips"
5719,Hypoglycemia," nausea,  headache,  slurred speech,  sweating,  vomiting,  drying and tingling lips"
5720,Hypoglycemia," nausea,  headache,  slurred speech,  sweating,  vomiting,  drying and tingling lips"
5721,Hypoglycemia," nausea,  headache,  slurred speech,  sweating,  vomiting,  drying and tingling lips"
5722,Hypoglycemia," headache,  palpitations,  drying and tingling lips,  sweating,  vomiting"
5723,Hypoglycemia," headache,  palpitations,  drying and tingling lips,  sweating,  vomiting"
5724,Hypoglycemia," headache,  palpitations,  drying and tingling lips,  sweating,  vomiting"
5725,Hypoglycemia," headache,  palpitations,  drying and tingling lips,  sweating,  vomiting"
5726,Hypoglycemia," palpitations,  headache,  slurred speech,  fatigue,  vomiting,  blurred and distorted vision"
5727,Hypoglycemia," palpitations,  headache,  slurred speech,  fatigue,  vomiting,  blurred and distorted vision"
5728,Hypoglycemia," palpitations,  headache,  slurred speech,  fatigue,  vomiting,  blurred and distorted vision"
5729,Hypoglycemia," palpitations,  headache,  slurred speech,  fatigue,  vomiting,  blurred and distorted vision"
5730,Hypoglycemia," anxiety,  blurred and distorted vision,  excessive hunger,  palpitations"
5731,Hypoglycemia," anxiety,  blurred and distorted vision,  excessive hunger,  palpitations"
5732,Hypoglycemia," anxiety,  blurred and distorted vision,  excessive hunger,  palpitations"
5733,Hypoglycemia," anxiety,  blurred and distorted vision,  excessive hunger,  palpitations"
5734,Hypoglycemia," anxiety,  headache,  excessive hunger,  fatigue,  sweating"
5735,Hypoglycemia," anxiety,  headache,  excessive hunger,  fatigue,  sweating"
5736,Hypoglycemia," anxiety,  headache,  excessive hunger,  fatigue,  sweating"
5737,Hypoglycemia," anxiety,  headache,  excessive hunger,  fatigue,  sweating"
5738,Hypoglycemia," nausea,  anxiety,  sweating,  headache"
5739,Hypoglycemia," nausea,  anxiety,  sweating,  headache"
5740,Hypoglycemia," nausea,  anxiety,  sweating,  headache"
5741,Hypoglycemia," nausea,  anxiety,  sweating,  headache"
5742,Osteoarthristis," knee pain,  painful walking,  neck pain,  hip joint pain,  joint pain,  swelling joints"
5743,Osteoarthristis," knee pain,  painful walking,  neck pain,  hip joint pain,  joint pain,  swelling joints"
5744,Osteoarthristis," painful walking,  joint pain,  swelling joints,  knee pain,  neck pain,  hip joint pain"
5745,Osteoarthristis," painful walking,  joint pain,  swelling joints,  knee pain,  neck pain,  hip joint pain"
5746,Osteoarthristis," painful walking,  neck pain,  hip joint pain,  swelling joints,  knee pain"
5747,Osteoarthristis," painful walking,  neck pain,  hip joint pain,  swelling joints,  knee pain"
5748,Osteoarthristis," knee pain,  painful walking,  hip joint pain,  swelling joints"
5749,Osteoarthristis," knee pain,  painful walking,  hip joint pain,  swelling joints"
5750,Osteoarthristis," neck pain,  swelling joints,  painful walking,  joint pain,  hip joint pain"
5751,Osteoarthristis," neck pain,  swelling joints,  painful walking,  joint pain,  hip joint pain"
5752,Osteoarthristis," knee pain,  swelling joints,  neck pain,  painful walking"
5753,Osteoarthristis," knee pain,  swelling joints,  neck pain,  painful walking"
5754,Osteoarthristis," knee pain,  joint pain,  painful walking,  hip joint pain,  neck pain"
5755,Osteoarthristis," knee pain,  joint pain,  painful walking,  hip joint pain,  neck pain"
5756,Osteoarthristis," hip joint pain,  swelling joints,  joint pain,  neck pain"
5757,Osteoarthristis," hip joint pain,  swelling joints,  joint pain,  neck pain"
5758,Osteoarthristis," swelling joints,  painful walking,  knee pain,  hip joint pain,  joint pain,  neck pain"
5759,Osteoarthristis," swelling joints,  painful walking,  knee pain,  hip joint pain,  joint pain,  neck pain"
5760,Osteoarthristis," knee pain,  joint pain,  neck pain,  hip joint pain,  swelling joints"
5761,Osteoarthristis," knee pain,  joint pain,  neck pain,  hip joint pain,  swelling joints"
5762,Arthritis," painful walking,  muscle weakness,  stiff neck,  movement stiffness,  swelling joints"
5763,Arthritis," painful walking,  muscle weakness,  stiff neck,  movement stiffness,  swelling joints"
5764,Arthritis," painful walking,  movement stiffness,  swelling joints,  stiff neck,  muscle weakness"
5765,Arthritis," painful walking,  movement stiffness,  swelling joints,  stiff neck,  muscle weakness"
5766,Arthritis," swelling joints,  painful walking,  stiff neck,  movement stiffness"
5767,Arthritis," movement stiffness,  muscle weakness,  swelling joints,  painful walking"
5768,Arthritis," movement stiffness,  painful walking,  stiff neck,  muscle weakness"
5769,Arthritis," swelling joints,  muscle weakness,  painful walking,  stiff neck"
5770,Arthritis," muscle weakness,  swelling joints,  painful walking,  movement stiffness"
5771,Arthritis," muscle weakness,  swelling joints,  painful walking,  movement stiffness"
5772,Arthritis," movement stiffness,  muscle weakness,  swelling joints,  stiff neck"
5773,Arthritis," swelling joints,  movement stiffness,  stiff neck,  painful walking,  muscle weakness"
5774,Arthritis," swelling joints,  movement stiffness,  stiff neck,  painful walking,  muscle weakness"
5775,Arthritis," swelling joints,  muscle weakness,  movement stiffness,  stiff neck"
5776,Arthritis," swelling joints,  muscle weakness,  movement stiffness,  stiff neck"
5777,(vertigo) Paroymsal  Positional Vertigo," nausea,  loss of balance,  headache,  vomiting,  unsteadiness,  spinning movements"
5778,(vertigo) Paroymsal  Positional Vertigo," nausea,  loss of balance,  headache,  vomiting,  unsteadiness,  spinning movements"
5779,(vertigo) Paroymsal  Positional Vertigo," loss of balance,  unsteadiness,  headache,  vomiting"
5780,(vertigo) Paroymsal  Positional Vertigo," loss of balance,  unsteadiness,  headache,  vomiting"
5781,(vertigo) Paroymsal  Positional Vertigo," spinning movements,  headache,  loss of balance,  nausea,  unsteadiness"
5782,(vertigo) Paroymsal  Positional Vertigo," spinning movements,  headache,  loss of balance,  nausea,  unsteadiness"
5783,(vertigo) Paroymsal  Positional Vertigo," loss of balance,  unsteadiness,  vomiting,  nausea"
5784,(vertigo) Paroymsal  Positional Vertigo," loss of balance,  unsteadiness,  vomiting,  nausea"
5785,(vertigo) Paroymsal  Positional Vertigo," spinning movements,  vomiting,  loss of balance,  unsteadiness"
5786,(vertigo) Paroymsal  Positional Vertigo," spinning movements,  vomiting,  loss of balance,  unsteadiness"
5787,(vertigo) Paroymsal  Positional Vertigo," vomiting,  headache,  nausea,  unsteadiness,  loss of balance"
5788,(vertigo) Paroymsal  Positional Vertigo," vomiting,  headache,  nausea,  unsteadiness,  loss of balance"
5789,(vertigo) Paroymsal  Positional Vertigo," nausea,  spinning movements,  unsteadiness,  headache"
5790,(vertigo) Paroymsal  Positional Vertigo," nausea,  spinning movements,  unsteadiness,  headache"
5791,(vertigo) Paroymsal  Positional Vertigo," spinning movements,  loss of balance,  vomiting,  headache,  nausea"
5792,(vertigo) Paroymsal  Positional Vertigo," spinning movements,  loss of balance,  vomiting,  headache,  nausea"
5793,(vertigo) Paroymsal  Positional Vertigo," nausea,  spinning movements,  headache,  loss of balance,  vomiting,  unsteadiness"
5794,(vertigo) Paroymsal  Positional Vertigo," nausea,  spinning movements,  headache,  loss of balance,  vomiting,  unsteadiness"
5795,(vertigo) Paroymsal  Positional Vertigo," nausea,  unsteadiness,  vomiting,  headache,  loss of balance"
5796,(vertigo) Paroymsal  Positional Vertigo," nausea,  unsteadiness,  vomiting,  headache,  loss of balance"
5797,Acne," pus filled pimples,  scurring,  skin rash,  blackheads"
5798,Acne," pus filled pimples,  blackheads,  scurring,  skin rash"
5799,Acne," pus filled pimples,  blackheads,  scurring"
5800,Acne," scurring,  skin rash,  blackheads"
5801,Acne," skin rash,  scurring,  pus filled pimples"
5802,Acne," pus filled pimples,  blackheads,  skin rash"
5803,Acne," pus filled pimples,  blackheads,  scurring,  skin rash"
5804,Acne," skin rash,  blackheads,  pus filled pimples"
5805,Acne," scurring,  skin rash,  pus filled pimples"
5806,Acne," scurring,  skin rash,  blackheads"
5807,Urinary tract infection," continuous feel of urine,  foul smell of urine,  bladder discomfort,  burning micturition"
5808,Urinary tract infection," foul smell of urine,  bladder discomfort,  continuous feel of urine,  burning micturition"
5809,Urinary tract infection," bladder discomfort,  continuous feel of urine,  foul smell of urine"
5810,Urinary tract infection," continuous feel of urine,  burning micturition,  foul smell of urine"
5811,Urinary tract infection," continuous feel of urine,  burning micturition,  bladder discomfort"
5812,Urinary tract infection," burning micturition,  foul smell of urine,  bladder discomfort"
5813,Urinary tract infection," continuous feel of urine,  burning micturition,  foul smell of urine,  bladder discomfort"
5814,Urinary tract infection," burning micturition,  continuous feel of urine,  bladder discomfort"
5815,Urinary tract infection," bladder discomfort,  foul smell of urine,  continuous feel of urine"
5816,Urinary tract infection," burning micturition,  bladder discomfort,  continuous feel of urine"
5817,Psoriasis," skin rash,  silver like dusting,  small dents in nails,  joint pain,  inflammatory nails,  skin peeling"
5818,Psoriasis," skin rash,  silver like dusting,  small dents in nails,  joint pain,  inflammatory nails,  skin peeling"
5819,Psoriasis," skin rash,  silver like dusting,  small dents in nails,  skin peeling,  joint pain,  inflammatory nails"
5820,Psoriasis," skin rash,  silver like dusting,  small dents in nails,  skin peeling,  joint pain,  inflammatory nails"
5821,Psoriasis," skin peeling,  small dents in nails,  inflammatory nails,  silver like dusting,  joint pain"
5822,Psoriasis," skin peeling,  small dents in nails,  inflammatory nails,  silver like dusting,  joint pain"
5823,Psoriasis," silver like dusting,  skin rash,  inflammatory nails,  small dents in nails,  skin peeling"
5824,Psoriasis," silver like dusting,  skin rash,  inflammatory nails,  small dents in nails,  skin peeling"
5825,Psoriasis," silver like dusting,  skin rash,  inflammatory nails,  joint pain,  small dents in nails"
5826,Psoriasis," silver like dusting,  skin rash,  inflammatory nails,  joint pain,  small dents in nails"
5827,Psoriasis," joint pain,  skin peeling,  inflammatory nails,  small dents in nails,  skin rash"
5828,Psoriasis," joint pain,  skin peeling,  inflammatory nails,  small dents in nails,  skin rash"
5829,Psoriasis," joint pain,  silver like dusting,  skin peeling,  inflammatory nails,  skin rash"
5830,Psoriasis," joint pain,  silver like dusting,  skin peeling,  inflammatory nails,  skin rash"
5831,Psoriasis," joint pain,  small dents in nails,  silver like dusting,  skin rash,  skin peeling"
5832,Psoriasis," joint pain,  small dents in nails,  silver like dusting,  skin rash,  skin peeling"
5833,Psoriasis," inflammatory nails,  skin rash,  silver like dusting,  joint pain,  skin peeling"
5834,Psoriasis," inflammatory nails,  skin rash,  silver like dusting,  joint pain,  skin peeling"
5835,Psoriasis," joint pain,  small dents in nails,  silver like dusting,  inflammatory nails,  skin peeling,  skin rash"
5836,Psoriasis," joint pain,  small dents in nails,  silver like dusting,  inflammatory nails,  skin peeling,  skin rash"
5837,Impetigo," red sore around nose,  blister,  skin rash,  high fever,  yellow crust ooze"
5838,Impetigo," red sore around nose,  blister,  skin rash,  high fever,  yellow crust ooze"
5839,Impetigo," skin rash,  blister,  high fever,  yellow crust ooze"
5840,Impetigo," skin rash,  blister,  high fever,  yellow crust ooze"
5841,Impetigo," blister,  yellow crust ooze,  high fever,  red sore around nose"
5842,Impetigo," skin rash,  yellow crust ooze,  red sore around nose,  blister"
5843,Impetigo," yellow crust ooze,  blister,  skin rash,  red sore around nose"
5844,Impetigo," red sore around nose,  yellow crust ooze,  skin rash,  high fever"
5845,Impetigo," blister,  yellow crust ooze,  skin rash,  high fever"
5846,Impetigo," red sore around nose,  blister,  high fever,  skin rash"
5847,Impetigo," blister,  red sore around nose,  high fever,  yellow crust ooze"
5848,Impetigo," blister,  red sore around nose,  high fever,  yellow crust ooze"
5849,Impetigo," yellow crust ooze,  skin rash,  blister,  red sore around nose"
5850,Fungal infection," skin rash,  dischromic  patches, itching,  nodal skin eruptions"
5851,Allergy," chills,  shivering,  continuous sneezing,  watering from eyes"
5852,GERD," acidity,  ulcers on tongue,  cough,  vomiting"
5853,GERD," acidity,  ulcers on tongue,  cough,  vomiting"
5854,Chronic cholestasis," vomiting,  yellowish skin,  abdominal pain,  loss of appetite"
5855,Chronic cholestasis," vomiting,  yellowish skin,  abdominal pain,  loss of appetite"
5856,Drug Reaction," skin rash,  stomach pain,  spotting  urination,  burning micturition, itching"
5857,Drug Reaction," skin rash,  stomach pain,  spotting  urination,  burning micturition, itching"
5858,Peptic ulcer diseae," passage of gases,  abdominal pain,  indigestion,  loss of appetite"
5859,Peptic ulcer diseae," passage of gases,  abdominal pain,  indigestion,  loss of appetite"
5860,AIDS," extra marital contacts,  muscle wasting,  patches in throat,  high fever"
5861,Diabetes ," increased appetite,  blurred and distorted vision,  excessive hunger,  weight loss,  fatigue,  irregular sugar level,  lethargy"
5862,Diabetes ," increased appetite,  blurred and distorted vision,  excessive hunger,  weight loss,  fatigue,  irregular sugar level,  lethargy"
5863,Diabetes ," increased appetite,  blurred and distorted vision,  excessive hunger,  weight loss,  fatigue,  irregular sugar level,  lethargy"
5864,Diabetes ," increased appetite,  blurred and distorted vision,  excessive hunger,  weight loss,  fatigue,  irregular sugar level,  lethargy"
5865,Gastroenteritis," dehydration,  vomiting,  sunken eyes,  diarrhoea"
5866,Bronchial Asthma," mucoid sputum,  fatigue,  high fever,  cough"
5867,Bronchial Asthma," mucoid sputum,  fatigue,  high fever,  cough"
5868,Hypertension ," dizziness,  lack of concentration,  chest pain,  headache,  loss of balance"
5869,Hypertension ," dizziness,  lack of concentration,  chest pain,  headache,  loss of balance"
5870,Migraine," visual disturbances,  blurred and distorted vision,  stiff neck,  headache,  depression,  indigestion"
5871,Migraine," visual disturbances,  blurred and distorted vision,  stiff neck,  headache,  depression,  indigestion"
5872,Migraine," visual disturbances,  blurred and distorted vision,  stiff neck,  headache,  depression,  indigestion"
