diseases,symptons
Hepatitis B," yellowing of eyes,  malaise,  loss of appetite,  receiving unsterile injections, itching,  yellowish skin"
Hepatitis B," yellowing of eyes,  malaise,  loss of appetite,  receiving unsterile injections, itching,  yellowish skin"
Hepatitis B," yellowing of eyes,  malaise,  loss of appetite,  receiving unsterile injections, itching,  yellowish skin"
Hepatitis C," family history,  yellowish skin,  fatigue,  loss of appetite,  yellowing of eyes,  nausea"
Hepatitis C," family history,  yellowish skin,  fatigue,  loss of appetite,  yellowing of eyes,  nausea"
Hepatitis D," nausea,  abdominal pain,  yellowish skin,  fatigue,  loss of appetite"
Hepatitis D," nausea,  abdominal pain,  yellowish skin,  fatigue,  loss of appetite"
Hepatitis D," nausea,  abdominal pain,  yellowish skin,  fatigue,  loss of appetite"
Hepatitis D," nausea,  abdominal pain,  yellowish skin,  fatigue,  loss of appetite"
Hepatitis E," coma,  loss of appetite,  yellowing of eyes,  stomach bleeding,  vomiting,  joint pain"
Hepatitis E," coma,  loss of appetite,  yellowing of eyes,  stomach bleeding,  vomiting,  joint pain"
Hepatitis E," coma,  loss of appetite,  yellowing of eyes,  stomach bleeding,  vomiting,  joint pain"
Hepatitis E," coma,  loss of appetite,  yellowing of eyes,  stomach bleeding,  vomiting,  joint pain"
Alcoholic hepatitis," abdominal pain,  vomiting,  fluid overload,  distention of abdomen,  swelling of stomach"
Alcoholic hepatitis," abdominal pain,  vomiting,  fluid overload,  distention of abdomen,  swelling of stomach"
Tuberculosis," fatigue,  weight loss,  blood in sputum,  high fever,  vomiting,  sweating"
Tuberculosis," fatigue,  weight loss,  blood in sputum,  high fever,  vomiting,  sweating"
Tuberculosis," fatigue,  weight loss,  blood in sputum,  high fever,  vomiting,  sweating"
Tuberculosis," fatigue,  weight loss,  blood in sputum,  high fever,  vomiting,  sweating"
Tuberculosis," fatigue,  weight loss,  blood in sputum,  high fever,  vomiting,  sweating"
Common Cold," runny nose,  cough,  continuous sneezing,  redness of eyes,  chest pain"
Common Cold," runny nose,  cough,  continuous sneezing,  redness of eyes,  chest pain"
Common Cold," runny nose,  cough,  continuous sneezing,  redness of eyes,  chest pain"
Common Cold," runny nose,  cough,  continuous sneezing,  redness of eyes,  chest pain"
Common Cold," runny nose,  cough,  continuous sneezing,  redness of eyes,  chest pain"
Pneumonia," rusty sputum,  breathlessness,  cough,  sweating,  fatigue,  malaise"
Pneumonia," rusty sputum,  breathlessness,  cough,  sweating,  fatigue,  malaise"
Pneumonia," rusty sputum,  breathlessness,  cough,  sweating,  fatigue,  malaise"
Pneumonia," rusty sputum,  breathlessness,  cough,  sweating,  fatigue,  malaise"
Dimorphic hemmorhoids(piles)," pain during bowel movements,  bloody stool,  constipation,  pain in anal region,  irritation in anus"
Dimorphic hemmorhoids(piles)," pain during bowel movements,  bloody stool,  constipation,  pain in anal region,  irritation in anus"
Heart attack," vomiting,  breathlessness,  sweating,  chest pain"
Varicose veins," fatigue,  cramps,  swollen legs,  prominent veins on calf,  bruising,  obesity"
Varicose veins," fatigue,  cramps,  swollen legs,  prominent veins on calf,  bruising,  obesity"
Hypothyroidism," depression,  swollen extremeties,  fatigue,  cold hands and feets"
Hypothyroidism," depression,  swollen extremeties,  fatigue,  cold hands and feets"
Hypothyroidism," depression,  swollen extremeties,  fatigue,  cold hands and feets"
Hypothyroidism," depression,  swollen extremeties,  fatigue,  cold hands and feets"
Hyperthyroidism," weight loss,  muscle weakness,  sweating,  diarrhoea"
Hyperthyroidism," weight loss,  muscle weakness,  sweating,  diarrhoea"
Hyperthyroidism," weight loss,  muscle weakness,  sweating,  diarrhoea"
Hyperthyroidism," weight loss,  muscle weakness,  sweating,  diarrhoea"
Hypoglycemia," vomiting,  blurred and distorted vision,  anxiety,  fatigue,  drying and tingling lips,  palpitations,  slurred speech"
Hypoglycemia," vomiting,  blurred and distorted vision,  anxiety,  fatigue,  drying and tingling lips,  palpitations,  slurred speech"
Hypoglycemia," vomiting,  blurred and distorted vision,  anxiety,  fatigue,  drying and tingling lips,  palpitations,  slurred speech"
Hypoglycemia," vomiting,  blurred and distorted vision,  anxiety,  fatigue,  drying and tingling lips,  palpitations,  slurred speech"
Osteoarthristis," painful walking,  joint pain,  hip joint pain,  knee pain"
Osteoarthristis," painful walking,  joint pain,  hip joint pain,  knee pain"
Arthritis," painful walking,  muscle weakness,  swelling joints,  stiff neck,  movement stiffness"
Arthritis," painful walking,  muscle weakness,  swelling joints,  stiff neck,  movement stiffness"
(vertigo) Paroymsal  Positional Vertigo," vomiting,  nausea,  spinning movements,  unsteadiness,  loss of balance"
(vertigo) Paroymsal  Positional Vertigo," vomiting,  nausea,  spinning movements,  unsteadiness,  loss of balance"
Acne," pus filled pimples,  scurring,  blackheads,  skin rash"
Urinary tract infection," bladder discomfort,  foul smell of urine,  burning micturition,  continuous feel of urine"
Psoriasis," joint pain,  small dents in nails,  inflammatory nails,  skin rash,  silver like dusting"
Psoriasis," joint pain,  small dents in nails,  inflammatory nails,  skin rash,  silver like dusting"
Impetigo," blister,  high fever,  yellow crust ooze,  red sore around nose,  skin rash"
Impetigo," blister,  high fever,  yellow crust ooze,  red sore around nose,  skin rash"
Fungal infection," nodal skin eruptions, itching,  dischromic  patches,  skin rash"
Allergy," chills,  shivering,  continuous sneezing,  watering from eyes"
GERD," chest pain,  stomach pain,  vomiting,  acidity"
GERD," chest pain,  stomach pain,  vomiting,  acidity"
Chronic cholestasis," nausea,  vomiting,  loss of appetite,  yellowing of eyes,  abdominal pain, itching"
Chronic cholestasis," nausea,  vomiting,  loss of appetite,  yellowing of eyes,  abdominal pain, itching"
Drug Reaction,"itching,  stomach pain,  burning micturition,  spotting  urination,  skin rash"
Drug Reaction,"itching,  stomach pain,  burning micturition,  spotting  urination,  skin rash"
Peptic ulcer diseae," internal itching,  indigestion,  passage of gases,  vomiting,  loss of appetite"
Peptic ulcer diseae," internal itching,  indigestion,  passage of gases,  vomiting,  loss of appetite"
AIDS," extra marital contacts,  high fever,  muscle wasting,  patches in throat"
Diabetes ," weight loss,  irregular sugar level,  excessive hunger,  fatigue,  lethargy"
Diabetes ," weight loss,  irregular sugar level,  excessive hunger,  fatigue,  lethargy"
Diabetes ," weight loss,  irregular sugar level,  excessive hunger,  fatigue,  lethargy"
Diabetes ," weight loss,  irregular sugar level,  excessive hunger,  fatigue,  lethargy"
Gastroenteritis," diarrhoea,  dehydration,  sunken eyes,  vomiting"
Bronchial Asthma," cough,  mucoid sputum,  family history,  breathlessness,  fatigue"
Bronchial Asthma," cough,  mucoid sputum,  family history,  breathlessness,  fatigue"
Hypertension ," headache,  loss of balance,  lack of concentration,  dizziness,  chest pain"
Hypertension ," headache,  loss of balance,  lack of concentration,  dizziness,  chest pain"
Migraine," blurred and distorted vision,  depression,  headache,  visual disturbances,  excessive hunger"
Migraine," blurred and distorted vision,  depression,  headache,  visual disturbances,  excessive hunger"
Migraine," blurred and distorted vision,  depression,  headache,  visual disturbances,  excessive hunger"
Migraine," blurred and distorted vision,  depression,  headache,  visual disturbances,  excessive hunger"
Cervical spondylosis," neck pain,  dizziness,  weakness in limbs,  loss of balance"
Cervical spondylosis," neck pain,  dizziness,  weakness in limbs,  loss of balance"
Paralysis (brain hemorrhage)," vomiting,  altered sensorium,  headache,  weakness of one body side"
Jaundice," dark urine,  weight loss,  yellowish skin,  high fever"
Jaundice," dark urine,  weight loss,  yellowish skin,  high fever"
Malaria," chills,  headache,  vomiting,  diarrhoea,  nausea,  high fever,  muscle pain"
Malaria," chills,  headache,  vomiting,  diarrhoea,  nausea,  high fever,  muscle pain"
Chicken pox," swelled lymph nodes,  malaise,  lethargy,  high fever,  red spots over body"
Chicken pox," swelled lymph nodes,  malaise,  lethargy,  high fever,  red spots over body"
Chicken pox," swelled lymph nodes,  malaise,  lethargy,  high fever,  red spots over body"
Chicken pox," swelled lymph nodes,  malaise,  lethargy,  high fever,  red spots over body"
Dengue," fatigue,  loss of appetite,  vomiting,  malaise,  nausea,  back pain,  red spots over body"
Dengue," fatigue,  loss of appetite,  vomiting,  malaise,  nausea,  back pain,  red spots over body"
Dengue," fatigue,  loss of appetite,  vomiting,  malaise,  nausea,  back pain,  red spots over body"
Dengue," fatigue,  loss of appetite,  vomiting,  malaise,  nausea,  back pain,  red spots over body"
Typhoid," nausea,  chills,  high fever,  vomiting,  abdominal pain,  toxic look (typhos),  diarrhoea"
Typhoid," nausea,  chills,  high fever,  vomiting,  abdominal pain,  toxic look (typhos),  diarrhoea"
Typhoid," nausea,  chills,  high fever,  vomiting,  abdominal pain,  toxic look (typhos),  diarrhoea"
Typhoid," nausea,  chills,  high fever,  vomiting,  abdominal pain,  toxic look (typhos),  diarrhoea"
hepatitis A," muscle pain,  mild fever,  joint pain,  nausea,  yellowing of eyes"
hepatitis A," muscle pain,  mild fever,  joint pain,  nausea,  yellowing of eyes"
hepatitis A," muscle pain,  mild fever,  joint pain,  nausea,  yellowing of eyes"
hepatitis A," muscle pain,  mild fever,  joint pain,  nausea,  yellowing of eyes"
Hepatitis B," loss of appetite,  yellow urine,  receiving blood transfusion,  yellowing of eyes,  malaise,  receiving unsterile injections"
Hepatitis B," loss of appetite,  yellow urine,  receiving blood transfusion,  yellowing of eyes,  malaise,  receiving unsterile injections"
Hepatitis B," loss of appetite,  yellow urine,  receiving blood transfusion,  yellowing of eyes,  malaise,  receiving unsterile injections"
Hepatitis B," loss of appetite,  yellow urine,  receiving blood transfusion,  yellowing of eyes,  malaise,  receiving unsterile injections"
Hepatitis C," yellowing of eyes,  yellowish skin,  family history,  nausea,  fatigue,  loss of appetite"
Hepatitis C," yellowing of eyes,  yellowish skin,  family history,  nausea,  fatigue,  loss of appetite"
Hepatitis D," fatigue,  loss of appetite,  dark urine,  yellowing of eyes"
Hepatitis D," fatigue,  loss of appetite,  dark urine,  yellowing of eyes"
Hepatitis D," fatigue,  loss of appetite,  dark urine,  yellowing of eyes"
Hepatitis D," fatigue,  loss of appetite,  dark urine,  yellowing of eyes"
Hepatitis E," stomach bleeding,  nausea,  joint pain,  yellowing of eyes"
Hepatitis E," stomach bleeding,  nausea,  joint pain,  yellowing of eyes"
Hepatitis E," stomach bleeding,  nausea,  joint pain,  yellowing of eyes"
Hepatitis E," stomach bleeding,  nausea,  joint pain,  yellowing of eyes"
Alcoholic hepatitis," swelling of stomach,  abdominal pain,  distention of abdomen,  yellowish skin,  vomiting"
Alcoholic hepatitis," swelling of stomach,  abdominal pain,  distention of abdomen,  yellowish skin,  vomiting"
Tuberculosis," phlegm,  yellowing of eyes,  breathlessness,  swelled lymph nodes,  malaise,  cough"
Tuberculosis," phlegm,  yellowing of eyes,  breathlessness,  swelled lymph nodes,  malaise,  cough"
Tuberculosis," phlegm,  yellowing of eyes,  breathlessness,  swelled lymph nodes,  malaise,  cough"
Tuberculosis," phlegm,  yellowing of eyes,  breathlessness,  swelled lymph nodes,  malaise,  cough"
Tuberculosis," phlegm,  yellowing of eyes,  breathlessness,  swelled lymph nodes,  malaise,  cough"
Common Cold," malaise,  high fever,  congestion,  redness of eyes"
Common Cold," malaise,  high fever,  congestion,  redness of eyes"
Common Cold," malaise,  high fever,  congestion,  redness of eyes"
Common Cold," malaise,  high fever,  congestion,  redness of eyes"
Common Cold," malaise,  high fever,  congestion,  redness of eyes"
Pneumonia," chills,  chest pain,  malaise,  high fever,  fatigue"
Pneumonia," chills,  chest pain,  malaise,  high fever,  fatigue"
Pneumonia," chills,  chest pain,  malaise,  high fever,  fatigue"
Pneumonia," chills,  chest pain,  malaise,  high fever,  fatigue"
Dimorphic hemmorhoids(piles)," constipation,  pain in anal region,  bloody stool,  irritation in anus,  pain during bowel movements"
Dimorphic hemmorhoids(piles)," constipation,  pain in anal region,  bloody stool,  irritation in anus,  pain during bowel movements"
Heart attack," vomiting,  sweating,  chest pain,  breathlessness"
Varicose veins," fatigue,  swollen blood vessels,  obesity,  swollen legs,  cramps"
Varicose veins," fatigue,  swollen blood vessels,  obesity,  swollen legs,  cramps"
Hypothyroidism," weight gain,  cold hands and feets,  dizziness,  mood swings"
Hypothyroidism," weight gain,  cold hands and feets,  dizziness,  mood swings"
Hypothyroidism," weight gain,  cold hands and feets,  dizziness,  mood swings"
Hypothyroidism," weight gain,  cold hands and feets,  dizziness,  mood swings"
Hyperthyroidism," fast heart rate,  sweating,  restlessness,  muscle weakness,  excessive hunger"
Hyperthyroidism," fast heart rate,  sweating,  restlessness,  muscle weakness,  excessive hunger"
Hyperthyroidism," fast heart rate,  sweating,  restlessness,  muscle weakness,  excessive hunger"
Hyperthyroidism," fast heart rate,  sweating,  restlessness,  muscle weakness,  excessive hunger"
Hypoglycemia," blurred and distorted vision,  headache,  excessive hunger,  slurred speech"
Hypoglycemia," blurred and distorted vision,  headache,  excessive hunger,  slurred speech"
Hypoglycemia," blurred and distorted vision,  headache,  excessive hunger,  slurred speech"
Hypoglycemia," blurred and distorted vision,  headache,  excessive hunger,  slurred speech"
Osteoarthristis," painful walking,  swelling joints,  joint pain,  neck pain,  hip joint pain"
Osteoarthristis," painful walking,  swelling joints,  joint pain,  neck pain,  hip joint pain"
Arthritis," swelling joints,  stiff neck,  painful walking,  movement stiffness"
Arthritis," swelling joints,  stiff neck,  painful walking,  movement stiffness"
(vertigo) Paroymsal  Positional Vertigo," vomiting,  loss of balance,  unsteadiness,  spinning movements,  headache"
(vertigo) Paroymsal  Positional Vertigo," vomiting,  loss of balance,  unsteadiness,  spinning movements,  headache"
Acne," scurring,  pus filled pimples,  skin rash,  blackheads"
